State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Rainfall..mm.,Soil Ph Level,high Temp,low Temp,MeanTemperature,Air humidity,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2007,Kharif     ,Bajra,27672,31793,1.15,741.2,2,42,10,27,63,,,,,,,,,,,
West Bengal,MALDAH,2010,Rabi       ,Rapeseed &Mustard,30370,31788,1.05,2612.3,0,34,13,26,76,,,,,,,,,,,
West Bengal,24 PARAGANAS SOUTH,2001,Autumn     ,Rice,11309,31783,2.81,2612.6,1,36,13,27,75,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2005,Rabi       ,Rapeseed &Mustard,23553,31761,1.35,725.7,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,BALLIA,2002,Kharif     ,Maize,22189,31752,1.43,689.1,1,38,9,26,67,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2003,Rabi       ,Rapeseed &Mustard,22481,31730,1.41,1047.5,2,40,8,25,65,,,,,,,,,,,
Gujarat,DOHAD,2011,Kharif     ,Rice,36200,31700,0.88,890.5,1,41,23,32,78,,,,,,,,,,,
Maharashtra,WASHIM,2001,Kharif     ,Arhar/Tur,40100,31700,0.79,785.1,2,40,14,26,59,,,,,,,,,,,
Maharashtra,WARDHA,2002,Kharif     ,Jowar,34500,31700,0.92,740.3,2,44,13,27,58,,,,,,,,,,,
Maharashtra,WASHIM,2009,Rabi       ,Wheat,15300,31700,2.07,941.7,2,40,14,26,59,,,,,,,,,,,
Maharashtra,PARBHANI,2010,Kharif     ,Moong(Green Gram),45500,31700,0.7,1027.5,2,40,14,26,59,,,,,,,,,,,
Maharashtra,BULDHANA,2011,Kharif     ,Moong(Green Gram),44500,31700,0.71,852.6,1,40,14,26,59,,,,,,,,,,,
Maharashtra,NANDURBAR,2011,Kharif     ,Rice,19400,31700,1.63,852.6,1,40,14,26,59,,,,,,,,,,,
Uttar Pradesh,KANPUR NAGAR,2001,Kharif     ,Jowar,31987,31693,0.99,661.7,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,MUZAFFARNAGAR,2014,Rabi       ,Potato,1162,31676,27.26,486.9,2,43,29,36,57,,,,,,,,,,,
Uttar Pradesh,MIRZAPUR,2004,Rabi       ,Potato,2092,31618,15.11,746.9,1,42,10,27,65,,,,,,,,,,,
Uttar Pradesh,UNNAO,2009,Kharif     ,Maize,22779,31617,1.39,549.2,2,40,8,25,65,,,,,,,,,,,
Gujarat,KHEDA,2009,Kharif     ,Bajra,34000,31600,0.93,641.6,1,42,29,35,65,,,,,,,,,,,
Maharashtra,NANDED,2005,Rabi       ,Gram,52300,31600,0.6,1221.3,2,40,14,26,59,,,,,,,,,,,
Maharashtra,NANDURBAR,2006,Rabi       ,Wheat,14200,31600,2.23,1395.7,1,40,14,26,59,,,,,,,,,,,
Maharashtra,JALGAON,2011,Kharif     ,Soyabean,15800,31600,2,852.6,2,40,14,26,59,,,,,,,,,,,
Maharashtra,JALGAON,2012,Rabi       ,Maize,11600,31600,2.72,689.8,2,40,14,26,59,,,,,,,,,,,
West Bengal,24 PARAGANAS SOUTH,2013,Kharif     ,Jute,1494,31600,21.15,2406.1,1,36,13,27,75,,,,,,,,,,,
Uttar Pradesh,GORAKHPUR,2009,Summer     ,Banana,768,31581,41.12,549.2,2,42,30,36,69,,,,,,,,,,,
Uttar Pradesh,UNNAO,2011,Kharif     ,Maize,30832,31541,1.02,777.4,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,MUZAFFARNAGAR,2012,Rabi       ,Potato,1209,31510,26.06,389.6,2,43,29,36,57,,,,,,,,,,,
Uttar Pradesh,BARABANKI,2003,Rabi       ,Masoor,30677,31505,1.03,1047.5,2,43,27,35,73,,,,,,,,,,,
Gujarat,BHAVNAGAR,2008,Summer     ,Groundnut,22500,31500,1.4,911.1,2,38,30,34,68,,,,,,,,,,,
Maharashtra,BULDHANA,2004,Kharif     ,Urad,74200,31500,0.42,1029.5,1,40,14,26,59,,,,,,,,,,,
Maharashtra,LATUR,2006,Rabi       ,Sunflower,59400,31500,0.53,1395.7,1,40,16,28,54,,,,,,,,,,,
Maharashtra,NANDED,2008,Rabi       ,Gram,44300,31500,0.71,916.9,2,40,14,26,59,,,,,,,,,,,
Maharashtra,SANGLI,2011,Rabi       ,Maize,17700,31500,1.78,852.6,1,36,13,24,67,,,,,,,,,,,
Uttar Pradesh,ETAH,2007,Rabi       ,Barley,11542,31498,2.73,572.5,1,39,8,25,67,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2009,Rabi       ,Gram,25908,31498,1.22,549.2,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2007,Rabi       ,Rapeseed &Mustard,22253,31493,1.42,572.5,2,40,8,25,65,,,,,,,,,,,
West Bengal,HOWRAH,2003,Whole Year ,Coconut ,2811,31486,11.2,2723.3,0,36,13,27,75,,,,,,,,,,,
Uttar Pradesh,ALIGARH,2013,Rabi       ,Rapeseed &Mustard,21632,31475,1.46,932.8,1,40,36,21,65,,,,,,,,,,,
Uttar Pradesh,BALRAMPUR,2006,Rabi       ,Masoor,26119,31473,1.2,529.3,2,41,25,33,58,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2007,Rabi       ,Gram,61328,31454,0.51,572.5,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,SANT RAVIDAS NAGAR,2010,Rabi       ,Potato,1289,31445,24.39,692.2,2,43,32,38,76,,,,,,,,,,,
West Bengal,DARJEELING,2006,Kharif     ,Jute,2481,31435,12.67,2262.1,1,14,10,5,54,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2003,Rabi       ,Peas & beans (Pulses),25063,31429,1.25,1047.5,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,BANDA,2001,Whole Year ,Sugarcane,608,31417,51.67,661.7,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,SONBHADRA,2007,Kharif     ,Rice,30582,31408,1.03,741.2,1,42,10,27,65,,,,,,,,,,,
Gujarat,SABAR KANTHA,2003,Kharif     ,Arhar/Tur,34300,31400,0.92,1160.3,1,41,27,33,84,,,,,,,,,,,
Gujarat,SURENDRANAGAR,2011,Rabi       ,Gram,21600,31400,1.45,890.5,2,41,29,35,64,,,,,,,,,,,
Maharashtra,PUNE,2011,Kharif     ,Maize,10500,31400,2.99,852.6,2,31,16,23,65,,,,,,,,,,,
Maharashtra,SANGLI,2014,Kharif     ,Rice,15500,31400,2.03,838,1,36,13,24,67,,,,,,,,,,,
Maharashtra,SATARA,2014,Kharif     ,Maize,16400,31400,1.91,838,1,38,12,25,63,,,,,,,,,,,
Uttar Pradesh,FATEHPUR,2003,Kharif     ,Arhar/Tur,14328,31398,2.19,1047.5,2,44,30,37,63,,,,,,,,,,,
Uttar Pradesh,BANDA,2009,Kharif     ,Sugarcane,783,31391,40.09,549.2,1,42,9,26,56,,,,,,,,,,,
Uttar Pradesh,BAHRAICH,2014,Rabi       ,Masoor,45287,31384,0.69,486.9,2,43,31,37,59,,,,,,,,,,,
Uttar Pradesh,KANPUR NAGAR,2002,Rabi       ,Barley,12854,31378,2.44,625.2,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,MATHURA,2002,Rabi       ,Barley,10610,31374,2.96,625.2,2,44,34,39,61,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2008,Kharif     ,Bajra,30254,31348,1.04,953.3,2,42,10,27,63,,,,,,,,,,,
Gujarat,BANAS KANTHA,2007,Kharif     ,Maize,11600,31300,2.7,1178.9,1,40,27,33,68,,,,,,,,,,,
Gujarat,PANCH MAHALS,2011,Kharif     ,Arhar/Tur,20500,31300,1.53,890.5,1,42,29,35,65,,,,,,,,,,,
Maharashtra,NANDURBAR,2006,Kharif     ,Cotton(lint),34700,31300,0.9,1395.7,1,40,14,26,59,,,,,,,,,,,
Maharashtra,AMRAVATI,2010,Kharif     ,Moong(Green Gram),55400,31300,0.56,1027.5,2,41,15,27,58,,,,,,,,,,,
Uttar Pradesh,KUSHI NAGAR,2005,Rabi       ,Potato,1394,31270,22.43,770.3,1,38,8,25,65,,,,,,,,,,,
Gujarat,AHMADABAD,2003,Kharif     ,Bajra,29300,31200,1.06,1160.3,1,42,29,36,73,,,,,,,,,,,
Gujarat,PANCH MAHALS,2004,Kharif     ,Arhar/Tur,25800,31200,1.21,1005.8,1,42,29,35,65,,,,,,,,,,,
Gujarat,BANAS KANTHA,2008,Kharif     ,Bajra,129900,31200,0.24,911.1,1,40,27,33,68,,,,,,,,,,,
Gujarat,KACHCHH,2009,Kharif     ,Moong(Green Gram),75400,31200,0.41,641.6,2,38,24,30,75,,,,,,,,,,,
Gujarat,PANCH MAHALS,2012,Rabi       ,Maize,22200,31200,1.41,714,1,42,29,35,65,,,,,,,,,,,
Maharashtra,BULDHANA,2005,Kharif     ,Arhar/Tur,60800,31200,0.51,1221.3,1,40,14,26,59,,,,,,,,,,,
Maharashtra,NAGPUR,2005,Rabi       ,Gram,50300,31200,0.62,1221.3,1,44,13,27,58,,,,,,,,,,,
Maharashtra,NASHIK,2010,Rabi       ,Gram,40600,31200,0.77,1027.5,1,34,17,28,67,,,,,,,,,,,
Maharashtra,KOLHAPUR,2013,Rabi       ,Jowar,20300,31200,1.54,962.4,2,36,13,24,67,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2005,Kharif     ,Bajra,26262,31190,1.19,770.3,2,42,10,27,63,,,,,,,,,,,
West Bengal,MEDINIPUR EAST,2003,Kharif     ,Jute,2116,31176,14.73,2723.3,2,28,14,22,72,,,,,,,,,,,
Uttar Pradesh,JHANSI,2008,Rabi       ,Masoor,27765,31152,1.12,799.8,2,42,8,26,61,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2003,Rabi       ,Masoor,30847,31125,1.01,1047.5,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,AGRA,2002,Rabi       ,Barley,10076,31122,3.09,625.2,2,40,36,31,55,,,,,,,,,,,
West Bengal,MEDINIPUR EAST,2005,Autumn     ,Rice,14873,31118,2.09,2807.7,2,28,14,22,72,,,,,,,,,,,
Uttar Pradesh,UNNAO,2005,Kharif     ,Maize,32310,31115,0.96,725.7,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,KUSHI NAGAR,2006,Rabi       ,Potato,1688,31110,18.43,632.1,1,38,8,25,65,,,,,,,,,,,
West Bengal,DINAJPUR UTTAR,2001,Kharif     ,Mesta,3710,31101,8.38,2612.6,1,34,13,26,76,,,,,,,,,,,
Gujarat,SURAT,2005,Kharif     ,Arhar/Tur,26600,31100,1.17,1316.4,1,42,12,28,54,,,,,,,,,,,
Gujarat,SURAT,2006,Kharif     ,Jowar,25000,31100,1.24,1478,1,42,12,28,54,,,,,,,,,,,
Maharashtra,NANDED,2001,Rabi       ,Jowar,30200,31100,1.03,785.1,2,40,14,26,59,,,,,,,,,,,
Maharashtra,SATARA,2006,Kharif     ,Soyabean,28700,31100,1.08,1395.7,1,38,12,25,63,,,,,,,,,,,
Maharashtra,KOLHAPUR,2011,Kharif     ,Ragi,21400,31100,1.45,852.6,2,36,13,24,67,,,,,,,,,,,
Uttar Pradesh,MATHURA,2005,Rabi       ,Barley,10061,31096,3.09,725.7,2,44,34,39,61,,,,,,,,,,,
Uttar Pradesh,RAMPUR,2012,Rabi       ,Potato,1344,31076,23.12,389.6,2,39,8,25,67,,,,,,,,,,,
Uttar Pradesh,CHANDAULI,2004,Kharif     ,Sugarcane,857,31068,36.25,746.9,0,43,30,37,68,,,,,,,,,,,
West Bengal,BARDHAMAN,2004,Rabi       ,Rapeseed &Mustard,46468,31031,0.67,2714.7,0,35,13,26,75,,,,,,,,,,,
West Bengal,DARJEELING,2005,Kharif     ,Jute,2545,31003,12.18,2807.7,1,14,10,5,54,,,,,,,,,,,
Gujarat,JUNAGADH,2004,Summer     ,Groundnut,15900,31000,1.95,1005.8,1,41,27,33,71,,,,,,,,,,,
Maharashtra,SATARA,2001,Kharif     ,Bajra,66100,31000,0.47,785.1,1,38,12,25,63,,,,,,,,,,,
Maharashtra,NANDED,2003,Rabi       ,Jowar,30900,31000,1,772.6,2,40,14,26,59,,,,,,,,,,,
Maharashtra,AKOLA,2004,Rabi       ,Soyabean,50300,31000,0.62,1029.5,2,41,15,27,58,,,,,,,,,,,
Maharashtra,PARBHANI,2006,Kharif     ,Arhar/Tur,57900,31000,0.54,1395.7,2,40,14,26,59,,,,,,,,,,,
Maharashtra,PUNE,2009,Rabi       ,Maize,11100,31000,2.79,941.7,2,31,16,23,65,,,,,,,,,,,
Maharashtra,JALGAON,2010,Kharif     ,Urad,44400,31000,0.7,1027.5,2,40,14,26,59,,,,,,,,,,,
Punjab,GURDASPUR,2003,Kharif     ,Maize,13000,31000,2.38,424.6,1,40,26,33,56,,,,,,,,,,,
Punjab,NAWANSHAHR,2009,Whole Year ,Sugarcane,500,31000,62,361.2,1,39,28,33,47,,,,,,,,,,,
Punjab,BARNALA,2014,Kharif     ,Cotton(lint),8000,31000,3.88,382.7,1,37,28,32,56,,,,,,,,,,,
Uttar Pradesh,BUDAUN,2012,Kharif     ,Urad,35701,30988,0.87,389.6,0,43,29,36,60,,,,,,,,,,,
Uttar Pradesh,KASGANJ,2012,Rabi       ,Tobacco,5154,30975,6.01,389.6,1,44,33,39,72,,,,,,,,,,,
West Bengal,COOCHBEHAR,2003,Autumn     ,Rice,17369,30968,1.78,2723.3,0,34,29,26,77,,,,,,,,,,,
Uttar Pradesh,ALIGARH,2014,Kharif     ,Maize,14445,30956,2.14,486.9,1,40,36,21,65,,,,,,,,,,,
West Bengal,DARJEELING,2001,Kharif     ,Jute,2866,30923,10.79,2612.6,1,14,10,5,54,,,,,,,,,,,
West Bengal,BARDHAMAN,2008,Whole Year ,Coconut ,2683,30922,11.53,2689.9,0,35,13,26,75,,,,,,,,,,,
Gujarat,PANCH MAHALS,2002,Kharif     ,Arhar/Tur,41300,30900,0.75,637.2,1,42,29,35,65,,,,,,,,,,,
Gujarat,BANAS KANTHA,2005,Kharif     ,Groundnut,17900,30900,1.73,1316.4,1,40,27,33,68,,,,,,,,,,,
Maharashtra,NANDURBAR,2005,Kharif     ,Rice,19700,30900,1.57,1221.3,1,40,14,26,59,,,,,,,,,,,
Uttar Pradesh,BANDA,2011,Rabi       ,Masoor,35177,30885,0.88,777.4,1,42,9,26,56,,,,,,,,,,,
West Bengal,24 PARAGANAS SOUTH,2009,Kharif     ,Jute,2521,30857,12.24,2324.6,1,36,13,27,75,,,,,,,,,,,
West Bengal,BIRBHUM,2004,Rabi       ,Rapeseed &Mustard,39257,30850,0.79,2714.7,2,35,13,26,75,,,,,,,,,,,
Uttar Pradesh,FIROZABAD,2004,Rabi       ,Barley,11459,30834,2.69,642.3,1,43,30,37,65,,,,,,,,,,,
West Bengal,DARJEELING,2006,Kharif     ,Maize,14558,30808,2.12,2262.1,1,14,10,5,54,,,,,,,,,,,
West Bengal,DARJEELING,2002,Summer     ,Potato,2395,30807,12.86,2547,1,14,10,5,54,,,,,,,,,,,
Maharashtra,SATARA,2002,Kharif     ,Soyabean,15600,30800,1.97,740.3,1,38,12,25,63,,,,,,,,,,,
Maharashtra,KOLHAPUR,2008,Kharif     ,Ragi,23300,30800,1.32,916.9,2,36,13,24,67,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2012,Rabi       ,Gram,22069,30776,1.39,389.6,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,KHERI,2012,Rabi       ,Potato,1314,30733,23.39,389.6,2,44,31,37,70,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2007,Kharif     ,Sugarcane,689,30729,44.6,741.2,2,42,10,27,63,,,,,,,,,,,
Uttar Pradesh,AGRA,2001,Rabi       ,Barley,10274,30727,2.99,661.7,2,40,36,31,55,,,,,,,,,,,
Uttar Pradesh,JHANSI,2006,Kharif     ,Other Kharif pulses,73774,30704,0.42,529.3,2,42,8,26,61,,,,,,,,,,,
Gujarat,PANCH MAHALS,2009,Kharif     ,Arhar/Tur,26800,30700,1.15,641.6,1,42,29,35,65,,,,,,,,,,,
Gujarat,DANG,2011,Kharif     ,Rice,18000,30700,1.71,890.5,1,37,25,21,80,,,,,,,,,,,
Maharashtra,HINGOLI,2006,Rabi       ,Gram,39100,30700,0.79,1395.7,2,40,14,26,60,,,,,,,,,,,
Maharashtra,KOLHAPUR,2006,Kharif     ,Ragi,23300,30700,1.32,1395.7,2,36,13,24,67,,,,,,,,,,,
Maharashtra,YAVATMAL,2013,Rabi       ,Wheat,34500,30700,0.89,962.4,2,44,13,27,58,,,,,,,,,,,
Uttar Pradesh,ETAH,2011,Kharif     ,Sugarcane,525,30700,58.48,777.4,1,39,8,25,67,,,,,,,,,,,
West Bengal,HOWRAH,2008,Whole Year ,Coconut ,2900,30687,10.58,2689.9,0,36,13,27,75,,,,,,,,,,,
Uttar Pradesh,LALITPUR,2004,Kharif     ,Maize,33374,30671,0.92,642.3,0,42,29,36,74,,,,,,,,,,,
Uttar Pradesh,BANDA,2001,Rabi       ,Masoor,39964,30652,0.77,661.7,1,42,9,26,56,,,,,,,,,,,
West Bengal,BARDHAMAN,2011,Autumn     ,Rice,10169,30638,3.01,2418.7,0,35,13,26,75,,,,,,,,,,,
Uttar Pradesh,GORAKHPUR,2005,Whole Year ,Banana,804,30636,38.1,725.7,2,42,30,36,69,,,,,,,,,,,
Uttar Pradesh,GORAKHPUR,2008,Summer     ,Banana,804,30636,38.1,799.8,2,42,30,36,69,,,,,,,,,,,
Uttar Pradesh,MORADABAD,2008,Kharif     ,Bajra,28531,30632,1.07,799.8,2,43,30,37,66,,,,,,,,,,,
West Bengal,MURSHIDABAD,2001,Whole Year ,Coconut ,4110,30632,7.45,2612.6,2,35,11,26,77,,,,,,,,,,,
Gujarat,BANAS KANTHA,2001,Kharif     ,Maize,9800,30600,3.12,849,1,40,27,33,68,,,,,,,,,,,
Gujarat,SURAT,2009,Kharif     ,Jowar,22300,30600,1.37,641.6,1,42,12,28,54,,,,,,,,,,,
Gujarat,BANAS KANTHA,2010,Whole Year ,Guar seed,43100,30600,0.71,1088.7,1,40,27,33,68,,,,,,,,,,,
Maharashtra,AKOLA,2001,Kharif     ,Soyabean,31300,30600,0.98,785.1,2,41,15,27,58,,,,,,,,,,,
Maharashtra,OSMANABAD,2001,Rabi       ,Gram,58400,30600,0.52,785.1,0,40,14,26,59,,,,,,,,,,,
Uttar Pradesh,SANT RAVIDAS NAGAR,2006,Rabi       ,Potato,1401,30593,21.84,632.1,2,43,32,38,76,,,,,,,,,,,
West Bengal,DINAJPUR UTTAR,2003,Rabi       ,Rapeseed &Mustard,37716,30552,0.81,2723.3,1,34,13,26,76,,,,,,,,,,,
Gujarat,DANG,2004,Kharif     ,Rice,12600,30500,2.42,1005.8,1,37,25,21,80,,,,,,,,,,,
Gujarat,KHEDA,2005,Summer     ,Bajra,14100,30500,2.16,1316.4,1,42,29,35,65,,,,,,,,,,,
Gujarat,KACHCHH,2007,Summer     ,Groundnut,15400,30500,1.98,1178.9,2,38,24,30,75,,,,,,,,,,,
Gujarat,KACHCHH,2007,Whole Year ,Onion,1000,30500,30.5,1178.9,2,38,24,30,75,,,,,,,,,,,
Maharashtra,NASHIK,2004,Kharif     ,Groundnut,35800,30500,0.85,1029.5,1,34,17,28,67,,,,,,,,,,,
Maharashtra,PARBHANI,2014,Kharif     ,Jowar,72400,30500,0.42,838,2,40,14,26,59,,,,,,,,,,,
Maharashtra,SANGLI,2014,Kharif     ,Groundnut,30000,30500,1.02,838,1,36,13,24,67,,,,,,,,,,,
Uttar Pradesh,ALIGARH,2009,Rabi       ,Rapeseed &Mustard,21584,30473,1.41,549.2,1,40,36,21,65,,,,,,,,,,,
Uttar Pradesh,KANPUR NAGAR,2001,Rabi       ,Barley,13514,30467,2.25,661.7,2,40,8,25,65,,,,,,,,,,,
Gujarat,RAJKOT,2004,Kharif     ,Castor seed,9800,30400,3.1,1005.8,2,41,13,28,57,,,,,,,,,,,
Gujarat,TAPI,2008,Kharif     ,Jowar,20200,30400,1.5,911.1,1,38,24,31,85,,,,,,,,,,,
Maharashtra,KOLHAPUR,2004,Kharif     ,Ragi,23800,30400,1.28,1029.5,2,36,13,24,67,,,,,,,,,,,
Maharashtra,NANDURBAR,2011,Rabi       ,Jowar,23400,30400,1.3,852.6,1,40,14,26,59,,,,,,,,,,,
Maharashtra,OSMANABAD,2012,Kharif     ,Cotton(lint),26000,30400,1.17,689.8,0,40,14,26,59,,,,,,,,,,,
West Bengal,MURSHIDABAD,2003,Whole Year ,Coconut ,4225,30382,7.19,2723.3,2,35,11,26,77,,,,,,,,,,,
West Bengal,PURULIA,2003,Whole Year ,Potato,2025,30317,14.97,2723.3,1,38,10,24,64,,,,,,,,,,,
Maharashtra,JALNA,2001,Kharif     ,Jowar,24600,30300,1.23,785.1,1,31,17,24,63,,,,,,,,,,,
Maharashtra,JALNA,2002,Kharif     ,Arhar/Tur,48000,30300,0.63,740.3,1,31,17,24,63,,,,,,,,,,,
Maharashtra,JALNA,2003,Kharif     ,Moong(Green Gram),50400,30300,0.6,772.6,1,31,17,24,63,,,,,,,,,,,
Maharashtra,PARBHANI,2004,Rabi       ,Soyabean,48500,30300,0.62,1029.5,2,40,14,26,59,,,,,,,,,,,
Maharashtra,NANDURBAR,2006,Kharif     ,Maize,24600,30300,1.23,1395.7,1,40,14,26,59,,,,,,,,,,,
Maharashtra,BULDHANA,2008,Kharif     ,Arhar/Tur,59600,30300,0.51,916.9,1,40,14,26,59,,,,,,,,,,,
Maharashtra,BEED,2012,Kharif     ,Jowar,28800,30300,1.05,689.8,2,40,14,26,59,,,,,,,,,,,
Uttar Pradesh,JALAUN,2006,Rabi       ,Masoor,45968,30293,0.66,529.3,1,45,34,40,61,,,,,,,,,,,
Uttar Pradesh,JHANSI,2001,Kharif     ,Groundnut,31626,30234,0.96,661.7,2,42,8,26,61,,,,,,,,,,,
Uttar Pradesh,MAINPURI,2006,Rabi       ,Garlic,6876,30234,4.4,529.3,2,44,34,39,58,,,,,,,,,,,
Uttar Pradesh,KANPUR DEHAT,2011,Rabi       ,Rapeseed &Mustard,22941,30216,1.32,777.4,2,40,8,25,65,,,,,,,,,,,
Uttar Pradesh,ALLAHABAD,2002,Kharif     ,Bajra,33925,30208,0.89,689.1,2,42,10,27,63,,,,,,,,,,,
Gujarat,KACHCHH,2001,Whole Year ,Guar seed,105300,30200,0.29,849,2,38,24,30,75,,,,,,,,,,,
Gujarat,DANG,2005,Kharif     ,Jowar,15500,30200,1.95,1316.4,1,37,25,21,80,,,,,,,,,,,
Gujarat,PATAN,2011,Kharif     ,Bajra,41600,30200,0.73,890.5,2,41,29,35,62,,,,,,,,,,,
Maharashtra,NANDURBAR,2010,Rabi       ,Gram,27100,30200,1.11,1027.5,1,40,14,26,59,,,,,,,,,,,
Maharashtra,AURANGABAD,2011,Rabi       ,Gram,39600,30200,0.76,852.6,1,40,14,26,59,,,,,,,,,,,
Uttar Pradesh,MAU,2003,Whole Year ,Potato,1530,30197,19.74,1096.4,1,41,9,26,64,,,,,,,,,,,
Uttar Pradesh,ETAH,2013,Rabi       ,Barley,8987,30196,3.36,932.8,1,39,8,25,67,,,,,,,,,,,
West Bengal,HOOGHLY,2012,Summer     ,Sesamum,31716,30189,0.95,2632.2,0,36,13,27,75,,,,,,,,,,,
West Bengal,DARJEELING,2010,Kharif     ,Jute,3046,30150,9.9,2612.3,1,14,10,5,54,,,,,,,,,,,
West Bengal,DARJEELING,2009,Summer     ,Potato,2430,30132,12.4,2324.6,1,14,10,5,54,,,,,,,,,,,
Uttar Pradesh,JHANSI,2011,Rabi       ,Masoor,35901,30121,0.84,777.4,2,42,8,26,61,,,,,,,,,,,
West Bengal,MEDINIPUR EAST,2010,Autumn     ,Rice,14685,30107,2.05,2612.3,2,28,14,22,72,,,,,,,,,,,
Gujarat,AMRELI,2001,Rabi       ,Wheat,11200,30100,2.69,849,1,41,28,34,56,,,,,,,,,,,
Gujarat,KHEDA,2008,Kharif     ,Tobacco,22500,30100,1.34,911.1,1,42,29,35,65,,,,,,,,,,,
Gujarat,PORBANDAR,2010,Whole Year ,Onion,1100,30100,27.36,1088.7,1,33,25,28,83,,,,,,,,,,,
Maharashtra,AKOLA,2003,Kharif     ,Moong(Green Gram),64300,30100,0.47,772.6,2,41,15,27,58,,,,,,,,,,,
Maharashtra,RAIGAD,2014,Summer     ,Rice,9100,30100,3.31,838,2,38,12,26,65,,,,,,,,,,,
Uttar Pradesh,FARRUKHABAD,2001,Kharif     ,Rice,14306,30081,2.1,661.7,1,44,30,38,60,,,,,,,,,,,
West Bengal,MURSHIDABAD,2013,Autumn     ,Rice,11617,30039,2.59,2406.1,2,35,11,26,77,,,,,,,,,,,
Uttar Pradesh,HAMIRPUR,2001,Rabi       ,Masoor,35464,30038,0.85,661.7,2,44,31,38,61,,,,,,,,,,,
Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,Potato,1419,30033,21.16,1041.4,2,43,32,38,76,,,,,,,,,,,
Uttar Pradesh,DEORIA,2013,Rabi       ,Potato,1607,30029,18.69,1041.4,2,38,8,25,65,,,,,,,,,,,
Uttar Pradesh,LALITPUR,2013,Kharif     ,Urad,118208,30025,0.25,932.8,0,42,29,36,74,,,,,,,,,,,
Uttar Pradesh,MEERUT,2002,Kharif     ,Rice,13220,30021,2.27,625.2,1,40,8,26,63,,,,,,,,,,,
Gujarat,JUNAGADH,2005,Kharif     ,Bajra,15500,30000,1.94,1316.4,1,41,27,33,71,,,,,,,,,,,
Gujarat,ANAND,2006,Kharif     ,Bajra,29700,30000,1.01,1478,1,42,12,28,54,,,,,,,,,,,
Gujarat,PANCH MAHALS,2006,Rabi       ,Wheat,21200,30000,1.42,1478,1,42,29,35,65,,,,,,,,,,,
Gujarat,KHEDA,2008,Kharif     ,Maize,20200,30000,1.49,911.1,1,42,29,35,65,,,,,,,,,,,
Gujarat,KHEDA,2010,Kharif     ,Maize,16700,30000,1.8,1088.7,1,42,29,35,65,,,,,,,,,,,
Maharashtra,DHULE,2009,Kharif     ,Jowar,24700,30000,1.21,941.7,1,31,17,24,63,,,,,,,,,,,
Maharashtra,PARBHANI,2009,Rabi       ,Gram,48200,30000,0.62,941.7,2,40,14,26,59,,,,,,,,,,,
Maharashtra,WASHIM,2010,Kharif     ,Jowar,26500,30000,1.13,1027.5,2,40,14,26,59,,,,,,,,,,,
Punjab,GURDASPUR,2005,Kharif     ,Maize,13000,30000,2.31,552,1,40,26,33,56,,,,,,,,,,,
Punjab,GURDASPUR,2008,Kharif     ,Maize,13000,30000,2.31,717.1,1,40,26,33,56,,,,,,,,,,,
Punjab,GURDASPUR,2010,Kharif     ,Maize,11000,30000,2.73,451.5,1,40,26,33,56,,,,,,,,,,,
Punjab,S.A.S NAGAR,2014,Kharif     ,Maize,8000,30000,3.75,382.7,1,42,36,30,55,,,,,,,,,,,
Uttar Pradesh,LALITPUR,2009,Rabi       ,Masoor,28519,29973,1.05,549.2,0,42,29,36,74,,,,,,,,,,,
West Bengal,HOOGHLY,2012,Summer     ,Groundnut,12761,29937,2.35,2632.2,0,36,13,27,75,,,,,,,,,,,
Gujarat,JAMNAGAR,2001,Whole Year ,Onion,1000,29900,29.9,849,1,36,28,31,72,,,,,,,,,,,
Gujarat,JAMNAGAR,2009,Kharif     ,Castor seed,8300,29900,3.6,641.6,1,36,28,31,72,,,,,,,,,,,
Maharashtra,JALGAON,2006,Kharif     ,Urad,56500,29900,0.53,1395.7,2,40,14,26,59,,,,,,,,,,,
